bioguide_id,Bridge Grade,House Member,District,Party,Bridge Score,Category,raw_A,normdisn_A,points_A,raw_B,normdisn_B,points_B,raw_D,normdisn_D,points_D,raw_E,normdisn_E,points_E,raw_F1,normdisn_F1,points_F1,raw_F2,normdisn_F2,points_F2,raw_G,normdisn_G,points_G,raw_H,normdisn_H,points_H,raw_I1,normdisn_I1,points_I1,raw_I2,normdisn_I2,points_I2,raw_K,normdisn_K,points_K,raw_L,normdisn_L,points_L,score_T,party_match,calc_M,normdisn_M,multiple_M,calc_N,normdisn_N,multple_N,calc_O,normdisn_O,multiple_O,multiple_M1,adj_score_S,VV_ideology,PRL_ideology,ideology_score,label,2024 Election Status
N000189,B, Dan Newhouse,WA-04,R,65.63,Bridger,10.00,52.24,52.24,14.00,81.95,40.98,0.31,77.99,116.98,22.19,67.00,67.00,62,29.23,21.92,1.85,17.84,13.38,0.00,32.44,16.22,20,78.88,39.44,1.85,17.84,13.38,0.09,22.60,58.05,30,93.76,46.88,0.327,83.33,41.67,502.69,1.00,11.41,39.42, 3.94 ,0.32, 19.69 ,0.98,0.61,4.40,0.22,105.1%,528.56,0.318,0.613, 38.76 , Dan Newhouse (R) - WA-04,running
C000059,B, Ken Calvert,CA-41,R,65.52,Bridger,6.00,30.57,30.57,6.00,42.12,21.06,-0.45,47.07,70.61,31.56,88.70,88.70,137,52.75,39.56,8.59,82.66,61.99,0.00,32.44,16.22,20,78.88,39.44,8.59,82.66,61.99,0.69,32.35,50.74,5,35.64,17.82,0.276,79.15,39.57,514.92,1.00,3.17,11.34, 1.13 ,0.34, 23.98 ,1.20,0.62,4.55,0.23,102.6%,528.11,0.340,0.623, 40.58 , Ken Calvert (R) - CA-41,running
G000574,B, Ruben Gallego,AZ-03,D,65.29,Bridger,14.00,73.25,73.25,8.00,53.16,26.58,-0.32,53.13,79.70,6.50,19.76,19.76,106,42.64,31.98,7.76,76.16,57.12,0.00,32.44,16.22,0,14.07,7.03,7.76,76.16,57.12,0.15,23.50,57.38,10,50.50,25.25,0.139,65.28,32.64,467.60,1.00,24.02,87.91, 8.79 ,0.40, 38.09 ,1.90,1.47,40.62,2.03,112.7%,527.11,-0.401,-1.467, (61.53), Ruben Gallego (D) - AZ-03,senate candidate
T000478,B, Claudia Tenney,NY-24,R,64.98,Bridger,14.00,73.25,73.25,10.00,63.96,31.98,-0.02,65.82,98.73,26.20,77.92,77.92,191,69.58,52.19,2.94,26.75,20.07,0.00,32.44,16.22,20,78.88,39.44,2.94,26.75,20.07,4.16,89.29,8.03,15,65.29,32.65,0.011,50.08,25.04,486.75,1.00,11.45,39.60, 3.96 ,0.46, 53.76 ,2.69,1.26,27.58,1.38,108.0%,525.82,0.461,1.259, 60.49 , Claudia Tenney (R) - NY-24,running
V000131,B, Marc A. Veasey,TX-33,D,64.55,Bridger,4.00,21.47,21.47,11.00,69.02,34.51,0.08,69.90,104.85,9.12,26.27,26.27,135,52.10,39.07,8.65,83.08,62.31,0.00,32.44,16.22,0,14.07,7.03,8.65,83.08,62.31,0.57,30.27,52.30,10,50.50,25.25,0.347,84.81,42.41,467.81,1.00,23.68,87.11, 8.71 ,0.41, 39.36 ,1.97,1.24,26.69,1.33,112.0%,524.01,-0.406,-1.244, (57.58), Marc A. Veasey (D) - TX-33,running
C001133,B, Juan Ciscomani,AZ-06,R,63.51,Bridger,9.69,50.48,50.48,18.00,92.92,46.46,0.75,89.63,134.44,16.83,49.98,49.98,124,48.50,36.37,4.09,38.11,28.58,0.00,32.44,16.22,0,14.07,7.03,4.09,38.11,28.58,0.23,24.72,56.46,20,78.05,39.02,0.716,98.44,49.22,509.85,1.00,2.66,10.26, 1.03 ,0.29, 14.65 ,0.73,0.54,3.29,0.16,101.9%,519.65,0.288,0.535, 34.85 , Juan Ciscomani (R) - AZ-06,running
I000056,B, Darrell Issa,CA-48,R,63.26,Bridger,9.00,46.62,46.62,11.00,69.02,34.51,0.00,66.52,99.78,30.49,86.93,86.93,41,23.60,17.70,2.55,23.33,17.50,10.00,98.57,49.29,20,78.88,39.44,2.55,23.33,17.50,10.34,100.00,0.00,10,50.50,25.25,0.019,51.05,25.53,483.80,1.00,9.33,30.65, 3.07 ,0.48, 58.45 ,2.92,1.20,24.11,1.21,107.2%,518.61,0.479,1.197, 60.54 , Darrell Issa (R) - CA-48,running
T000482,B, Lori Trahan,MA-03,D,63.13,Bridger,8.00,41.06,41.06,8.00,53.16,26.58,-0.29,54.17,81.25,5.68,17.93,17.93,224,78.33,58.75,7.84,76.84,57.63,0.00,32.44,16.22,20,78.88,39.44,7.84,76.84,57.63,1.89,55.17,33.62,10,50.50,25.25,-0.12,34.52,17.26,471.58,1.00,11.41,39.42, 3.94 ,0.43, 45.84 ,2.29,1.95,72.42,3.62,109.9%,518.05,-0.431,-1.951, (70.73), Lori Trahan (D) - MA-03,running
K000375,B, William R. Keating,MA-09,D,62.69,Bridger,19.00,90.75,90.75,11.00,69.02,34.51,-0.01,66.15,99.23,8.48,24.59,24.59,30,20.91,15.68,5.42,52.59,39.44,0.00,32.44,16.22,20,78.88,39.44,5.42,52.59,39.44,0.00,21.30,59.03,0,22.70,11.35,-0.095,37.38,18.69,485.90,1.00,6.29,19.70, 1.97 ,0.33, 22.36 ,1.12,1.80,63.19,3.16,106.2%,516.25,-0.332,-1.801, (63.28), William R. Keating (D) - MA-09,running
K000398,B, Thomas H. Kean,NJ-07,R,62.64,Bridger,9.69,50.48,50.48,14.00,81.95,40.98,0.32,78.33,117.50,16.83,49.98,49.98,158,59.54,44.66,5.73,55.98,41.99,0.00,32.44,16.22,0,14.07,7.03,5.73,55.98,41.99,0.07,22.31,58.27,10,50.50,25.25,0.374,86.67,43.33,510.54,1.00,1.33,7.80, 0.78 ,0.19, 4.64 ,0.23,0.30,1.26,0.06,101.1%,516.03,0.193,0.304, 22.17 , Thomas H. Kean (R) - NJ-07,running
T000487,B, Jill N. Tokuda,HI-02,D,62.59,Bridger,9.69,50.48,50.48,8.00,53.16,26.58,-0.27,55.02,82.53,16.83,49.98,49.98,71,31.82,23.86,5.39,52.26,39.19,0.00,32.44,16.22,20,78.88,39.44,5.39,52.26,39.19,0.68,32.17,50.87,10,50.50,25.25,-0.379,11.71,5.86,459.81,1.00,13.70,49.72, 4.97 ,0.47, 54.81 ,2.74,2.33,89.40,4.47,112.2%,515.82,-0.465,-2.331, (76.98), Jill N. Tokuda (D) - HI-02,running
C001068,B, Steve Cohen,TN-09,D,62.06,Bridger,28.00,99.53,99.53,9.00,58.64,29.32,-0.14,60.68,91.01,7.71,22.65,22.65,225,78.57,58.93,4.64,44.01,33.01,0.00,32.44,16.22,20,78.88,39.44,4.64,44.01,33.01,5.29,96.37,2.72,0,22.70,11.35,-0.295,17.54,8.77,453.41,1.00,22.39,83.76, 8.38 ,0.39, 35.84 ,1.79,1.79,62.29,3.11,113.3%,513.63,-0.392,-1.787, (66.39), Steve Cohen (D) - TN-09,running
P000599,B, Bill Posey,FL-08,R,62.03,Bridger,11.00,57.82,57.82,4.00,31.68,15.84,-0.69,37.03,55.55,26.55,78.77,78.77,56,27.56,20.67,8.33,80.75,60.56,0.00,32.44,16.22,0,14.07,7.03,8.33,80.75,60.56,0.44,28.08,53.94,5,35.64,17.82,-0.356,13.15,6.58,461.00,1.00,11.37,39.25, 3.92 ,0.53, 71.83 ,3.59,2.05,77.60,3.88,111.4%,513.54,0.534,2.046, 74.73 , Bill Posey (R) - FL-08,retiring
L000566,B, Robert E. Latta,OH-05,R,61.76,Bridger,6.00,30.57,30.57,3.00,26.90,13.45,-0.78,33.16,49.74,12.23,35.24,35.24,193,70.15,52.62,7.79,76.41,57.31,0.00,32.44,16.22,20,78.88,39.44,7.79,76.41,57.31,0.12,23.05,57.71,20,78.05,39.02,0.285,79.93,39.96,464.86,1.00,15.48,57.77, 5.78 ,0.51, 65.75 ,3.29,1.18,23.32,1.17,110.2%,512.41,0.508,1.182, 61.95 , Robert E. Latta (R) - OH-05,running
C001066,B, Kathy Castor,FL-14,D,61.58,Bridger,12.00,63.24,63.24,6.00,42.12,21.06,-0.48,45.85,68.78,6.31,19.33,19.33,423,99.22,74.41,9.08,85.90,64.43,0.00,32.44,16.22,0,14.07,7.03,9.08,85.90,64.43,1.02,38.35,46.24,0,22.70,11.35,0.066,56.75,28.37,472.74,1.00,8.13,26.02, 2.60 ,0.44, 47.69 ,2.38,1.83,64.92,3.25,108.2%,511.66,-0.438,-1.828, (69.28), Kathy Castor (D) - FL-14,running
K000394,B, Andy Kim,NJ-03,D,60.79,Bridger,17.00,85.16,85.16,5.00,36.78,18.39,-0.63,39.22,58.82,14.67,42.93,42.93,218,76.86,57.64,4.27,40.02,30.02,0.00,32.44,16.22,20,78.88,39.44,4.27,40.02,30.02,0.08,22.46,58.16,10,50.50,25.25,0.159,67.51,33.76,478.26,1.00,4.61,14.82, 1.48 ,0.34, 23.36 ,1.17,1.97,73.20,3.66,106.3%,508.44,-0.337,-1.965, (65.95), Andy Kim (D) - NJ-03,senate candidate
L000560,B, Rick Larsen,WA-02,D,60.57,Bridger,8.00,41.06,41.06,1.00,18.57,9.28,-0.97,25.88,38.82,9.97,28.61,28.61,313,93.50,70.13,12.50,97.84,73.38,0.00,32.44,16.22,20,78.88,39.44,12.50,97.84,73.38,0.36,26.77,54.92,0,22.70,11.35,0.166,68.28,34.14,472.81,1.00,9.29,30.49, 3.05 ,0.36, 29.18 ,1.46,1.71,56.89,2.84,107.4%,507.57,-0.364,-1.706, (63.62), Rick Larsen (D) - WA-02,running
M001215,B, Mariannette Miller-Meeks,IA-01,R,60.21,Bridger,11.00,57.82,57.82,14.00,81.95,40.98,-0.38,50.41,75.62,30.95,87.71,87.71,132,51.12,38.34,3.11,28.32,21.24,0.00,32.44,16.22,20,78.88,39.44,3.11,28.32,21.24,0.61,30.95,51.78,10,50.50,25.25,0.19,70.84,35.42,491.85,1.00,3.49,12.06, 1.21 ,0.34, 23.16 ,1.16,0.88,10.69,0.53,102.9%,506.11,0.336,0.883, 45.48 , Mariannette Miller-Meeks (R) - IA-01,running
A000148,B, Jake Auchincloss,MA-04,D,60.14,Bridger,2.00,14.18,14.18,10.00,63.96,31.98,-0.08,63.37,95.06,5.12,16.75,16.75,167,62.38,46.78,9.41,87.84,65.88,0.00,32.44,16.22,0,14.07,7.03,9.41,87.84,65.88,0.62,31.13,51.66,20,78.05,39.02,-0.273,19.33,9.67,466.68,1.00,11.94,41.77, 4.18 ,0.30, 16.88 ,0.84,1.86,67.20,3.36,108.4%,505.79,-0.302,-1.864, (62.42), Jake Auchincloss (D) - MA-04,running
P000034,B, Frank Pallone,NJ-06,D,59.61,Bridger,8.00,41.06,41.06,4.00,31.68,15.84,-0.69,37.06,55.59,6.44,19.62,19.62,447,99.55,74.66,7.83,76.75,57.56,0.00,32.44,16.22,20,78.88,39.44,7.83,76.75,57.56,1.14,40.61,44.54,10,50.50,25.25,-0.165,29.61,14.80,463.58,1.00,7.95,25.36, 2.54 ,0.40, 38.34 ,1.92,2.18,83.77,4.19,108.6%,503.64,-0.402,-2.178, (72.25), Frank Pallone (D) - NJ-06,running
B000490,B, Sanford D. Bishop,GA-02,D,59.44,Bridger,7.00,35.68,35.68,15.00,85.37,42.69,0.44,82.10,123.14,14.11,41.11,41.11,68,30.94,23.21,4.43,41.74,31.30,0.00,32.44,16.22,20,78.88,39.44,4.43,41.74,31.30,0.00,21.30,59.03,10,50.50,25.25,0.449,90.99,45.49,484.59,1.00,3.11,11.21, 1.12 ,0.29, 14.35 ,0.72,1.44,39.12,1.96,103.8%,502.97,-0.286,-1.445, (54.53), Sanford D. Bishop (D) - GA-02,running
L000582,B, Ted Lieu,CA-36,D,59.21,Bridger,14.00,73.25,73.25,6.00,42.12,21.06,-0.47,46.42,69.63,7.50,22.13,22.13,151,57.30,42.97,5.26,50.82,38.12,0.00,32.44,16.22,20,78.88,39.44,5.26,50.82,38.12,1.33,44.26,41.81,10,50.50,25.25,-0.214,24.65,12.33,444.22,1.00,20.81,78.94, 7.89 ,0.37, 30.79 ,1.54,1.94,71.65,3.58,113.0%,502.03,-0.371,-1.938, (67.49), Ted Lieu (D) - CA-36,running
B001309,B, Tim Burchett,TN-02,R,59.09,Bridger,11.00,57.82,57.82,11.00,69.02,34.51,0.04,68.39,102.59,25.64,76.54,76.54,37,22.60,16.95,1.47,15.24,11.43,0.00,32.44,16.22,20,78.88,39.44,1.47,15.24,11.43,2.58,68.01,23.99,10,50.50,25.25,-0.405,10.22,5.11,432.38,1.00,17.82,67.83, 6.78 ,0.66, 92.49 ,4.62,2.41,91.75,4.59,116.0%,501.54,0.664,2.413, 83.68 , Tim Burchett (R) - TN-02,running
D000631,B, Madeleine Dean,PA-04,D,59.02,Bridger,15.00,77.68,77.68,4.00,31.68,15.84,-0.72,35.66,53.49,5.37,17.27,17.27,135,52.10,39.07,8.20,79.75,59.82,0.00,32.44,16.22,20,78.88,39.44,8.20,79.75,59.82,1.22,42.14,43.39,10,50.50,25.25,-0.08,39.13,19.56,463.50,1.00,7.01,22.05, 2.21 ,0.44, 46.89 ,2.34,1.94,72.00,3.60,108.2%,501.28,-0.435,-1.944, (70.82), Madeleine Dean (D) - PA-04,running
S001215,B, Haley M. Stevens,MI-11,D,58.41,Bridger,14.00,73.25,73.25,8.00,53.16,26.58,-0.28,54.66,81.99,6.86,20.59,20.59,132,51.12,38.34,4.98,47.74,35.81,0.00,32.44,16.22,20,78.88,39.44,4.98,47.74,35.81,0.26,25.19,56.11,10,50.50,25.25,0.295,80.77,40.39,465.60,1.00,7.38,23.33, 2.33 ,0.38, 33.64 ,1.68,1.79,62.36,3.12,107.1%,498.81,-0.383,-1.788, (65.93), Haley M. Stevens (D) - MI-11,running
F000462,B, Lois Frankel,FL-22,D,58.35,Bridger,13.00,68.41,68.41,12.00,73.74,36.87,0.10,70.61,105.92,7.67,22.55,22.55,83,35.41,26.56,4.93,47.19,35.39,0.00,32.44,16.22,20,78.88,39.44,4.93,47.19,35.39,0.71,32.70,50.47,0,22.70,11.35,-0.033,44.73,22.37,464.80,1.00,7.26,22.91, 2.29 ,0.40, 36.59 ,1.83,1.80,63.02,3.15,107.3%,498.59,-0.395,-1.799, (66.71), Lois Frankel (D) - FL-22,running
C001039,B, Kat Cammack,FL-03,R,58.29,Bridger,4.00,21.47,21.47,8.00,53.16,26.58,-0.24,56.29,84.44,12.80,37.00,37.00,106,42.64,31.98,2.71,24.71,18.53,10.00,98.57,49.29,20,78.88,39.44,2.71,24.71,18.53,0.74,33.23,50.07,10,50.50,25.25,-0.236,22.58,11.29,451.87,1.00,9.24,30.29, 3.03 ,0.59, 82.52 ,4.13,1.79,62.61,3.13,110.3%,498.35,0.588,1.792, 74.70 , Kat Cammack (R) - FL-03,running
B001292,B, Donald S. Beyer,VA-08,D,57.54,Bridger,14.00,73.25,73.25,5.00,36.78,18.39,-0.58,41.48,62.22,2.76,12.35,12.35,271,87.89,65.91,7.68,75.47,56.60,0.00,32.44,16.22,0,14.07,7.03,7.68,75.47,56.60,1.83,54.01,34.49,0,22.70,11.35,-0.098,37.03,18.52,430.64,1.00,26.27,92.32, 9.23 ,0.39, 35.10 ,1.76,2.11,80.79,4.04,115.0%,495.35,-0.389,-2.111, (70.75), Donald S. Beyer (D) - VA-08,running
F000475,B, Brad Finstad,MN-01,R,57.41,Bridger,0.00,8.78,8.78,11.00,69.02,34.51,0.08,69.97,104.96,25.81,76.96,76.96,45,24.63,18.47,5.47,53.14,39.85,0.00,32.44,16.22,20,78.88,39.44,5.47,53.14,39.85,0.73,33.06,50.21,0,22.70,11.35,-0.046,43.17,21.58,456.83,1.00,7.41,23.43, 2.34 ,0.55, 74.66 ,3.73,1.53,44.78,2.24,108.3%,494.81,0.547,1.529, 69.34 , Brad Finstad (R) - MN-01,running
S001157,B, David Scott,GA-13,D,57.24,Bridger,10.00,52.24,52.24,8.00,53.16,26.58,-0.25,55.87,83.81,5.79,18.17,18.17,25,19.75,14.81,5.83,57.07,42.80,0.00,32.44,16.22,20,78.88,39.44,5.83,57.07,42.80,0.00,21.30,59.03,10,50.50,25.25,0.167,68.39,34.19,437.37,1.00,27.87,94.63, 9.46 ,0.30, 17.22 ,0.86,1.65,53.15,2.66,113.0%,494.15,-0.304,-1.651, (59.22), David Scott (D) - GA-13,running
B001281,B, Joyce Beatty,OH-03,D,57.00,Bridger,8.00,41.06,41.06,3.00,26.90,13.45,-0.84,30.88,46.33,6.02,18.69,18.69,48,25.41,19.06,4.10,38.22,28.66,10.00,98.57,49.29,20,78.88,39.44,4.10,38.22,28.66,0.77,33.77,49.67,50,99.89,49.94,0.014,50.44,25.22,433.54,1.00,19.71,75.13, 7.51 ,0.44, 46.89 ,2.34,2.05,77.94,3.90,113.8%,493.18,-0.435,-2.053, (72.29), Joyce Beatty (D) - OH-03,running
A000377,B, Kelly Armstrong,ND-AL,R,56.73,Bridger,1.00,11.25,11.25,11.00,69.02,34.51,0.01,67.09,100.64,34.41,92.58,92.58,66,30.37,22.77,4.38,41.20,30.90,0.00,32.44,16.22,0,14.07,7.03,4.38,41.20,30.90,0.33,26.29,55.28,10,50.50,25.25,0.063,56.39,28.19,443.55,1.00,19.85,75.64, 7.56 ,0.45, 50.59 ,2.53,1.05,17.09,0.85,110.9%,492.11,0.449,1.053, 56.25 , Kelly Armstrong (R) - ND-AL,governor candidate
R000610,B, Guy Reschenthaler,PA-14,R,56.67,Bridger,5.00,25.82,25.82,12.00,73.74,36.87,0.11,70.83,106.24,32.10,89.52,89.52,68,30.94,23.21,1.67,16.57,12.43,10.00,98.57,49.29,0,14.07,7.03,1.67,16.57,12.43,4.82,94.13,4.40,10,50.50,25.25,0.053,55.18,27.59,441.78,1.00,18.07,68.85, 6.88 ,0.44, 49.27 ,2.46,1.45,39.74,1.99,111.3%,491.86,0.444,1.454, 62.43 , Guy Reschenthaler (R) - PA-14,running
S001196,B, Elise M. Stefanik,NY-21,R,56.10,Bridger,17.00,85.16,85.16,9.00,58.64,29.32,-0.17,59.63,89.45,28.88,83.91,83.91,264,86.69,65.02,3.50,32.08,24.06,0.00,32.44,16.22,0,14.07,7.03,3.50,32.08,24.06,6.16,98.69,0.99,10,50.50,25.25,-0.117,34.86,17.43,466.68,1.00,8.82,28.64, 2.86 ,0.31, 17.39 ,0.87,1.18,23.48,1.17,104.9%,489.59,0.305,1.185, 48.59 , Elise M. Stefanik (R) - NY-21,running
P000619,B, Mary Sattler Peltola,AK-AL,D,55.89,Bridger,1.00,11.25,11.25,11.00,69.02,34.51,-0.01,66.27,99.40,17.39,51.81,51.81,76,33.29,24.97,7.41,73.06,54.80,0.00,32.44,16.22,20,78.88,39.44,7.41,73.06,54.80,0.19,24.10,56.92,10,50.50,25.25,0.382,87.19,43.59,485.59,0.00,8.02,25.62, 2.56 ,0.14, 2.01 ,0.10,0.90,11.13,0.56,100.7%,488.78,-0.137,-0.896, (33.00), Mary Sattler Peltola (D) - AK-AL,running
B001282,B, Andy Barr,KY-06,R,55.54,Bridger,7.00,35.68,35.68,6.00,42.12,21.06,-0.45,47.16,70.75,27.88,81.82,81.82,73,32.40,24.30,4.33,40.66,30.50,0.00,32.44,16.22,20,78.88,39.44,4.33,40.66,30.50,1.31,43.87,42.10,30,93.76,46.88,0.3,81.19,40.59,455.46,1.00,8.52,27.49, 2.75 ,0.49, 60.25 ,3.01,1.21,24.89,1.24,107.0%,487.37,0.486,1.211, 61.19 , Andy Barr (R) - KY-06,running
A000369,B, Mark E. Amodei,NV-02,R,55.39,Bridger,4.00,21.47,21.47,10.00,63.96,31.98,-0.09,63.10,94.66,52.25,99.82,99.82,46,24.89,18.66,4.60,43.58,32.68,0.00,32.44,16.22,0,14.07,7.03,4.60,43.58,32.68,0.50,29.08,53.19,20,78.05,39.02,0.209,72.80,36.40,463.65,1.00,8.05,25.73, 2.57 ,0.39, 34.12 ,1.71,0.98,14.15,0.71,105.0%,486.77,0.385,0.981, 50.79 , Mark E. Amodei (R) - NV-02,running
J000307,B, John James,MI-10,R,54.72,Bridger,9.69,50.48,50.48,10.00,63.96,31.98,-0.03,65.28,97.93,16.83,49.98,49.98,109,43.61,32.71,4.97,47.63,35.72,0.00,32.44,16.22,20,78.88,39.44,4.97,47.63,35.72,2.28,62.59,28.06,20,78.05,39.02,0.409,88.84,44.42,473.47,1.00,3.05,11.08, 1.11 ,0.31, 18.25 ,0.91,0.62,4.56,0.23,102.2%,484.12,0.310,0.623, 38.37 , John James (R) - MI-10,running
V000136,B, Gabe Vasquez,NM-02,D,54.33,Bridger,9.69,50.48,50.48,11.00,69.02,34.51,0.08,69.95,104.93,16.83,49.98,49.98,77,33.59,25.20,6.56,64.80,48.60,0.00,32.44,16.22,0,14.07,7.03,6.56,64.80,48.60,0.26,25.19,56.11,0,22.70,11.35,0.485,92.65,46.32,469.22,1.00,1.12,7.46, 0.75 ,0.30, 16.72 ,0.84,1.22,25.44,1.27,102.9%,482.61,-0.301,-1.221, (51.24), Gabe Vasquez (D) - NM-02,running
D000197,B, Diana DeGette,CO-01,D,54.09,Bridger,8.00,41.06,41.06,2.00,22.52,11.26,-0.85,30.48,45.72,4.99,16.49,16.49,140,53.73,40.30,9.47,88.17,66.13,0.00,32.44,16.22,20,78.88,39.44,9.47,88.17,66.13,1.08,39.48,45.39,0,22.70,11.35,-0.307,16.61,8.31,415.72,1.00,28.92,95.81, 9.58 ,0.43, 45.84 ,2.29,2.09,79.76,3.99,115.9%,481.66,-0.431,-2.090, (72.58), Diana DeGette (D) - CO-01,running
J000305,B, Sara Jacobs,CA-51,D,53.32,Bridger,10.00,52.24,52.24,0.00,15.08,7.54,-1.16,19.52,29.27,5.33,17.19,17.19,96,39.45,29.59,4.38,41.20,30.90,10.00,98.57,49.29,20,78.88,39.44,4.38,41.20,30.90,0.63,31.30,51.53,30,93.76,46.88,-0.446,8.16,4.08,434.06,1.00,11.56,40.08, 4.01 ,0.39, 35.35 ,1.77,2.34,89.74,4.49,110.3%,478.60,-0.390,-2.342, (73.49), Sara Jacobs (D) - CA-51,running
F000468,B, Lizzie Fletcher,TX-07,D,53.11,Bridger,7.00,35.68,35.68,6.00,42.12,21.06,-0.46,46.63,69.94,6.27,19.24,19.24,289,90.61,67.96,8.03,78.40,58.80,0.00,32.44,16.22,0,14.07,7.03,8.03,78.40,58.80,0.17,23.80,57.15,0,22.70,11.35,0.879,99.60,49.80,439.47,1.00,13.29,47.85, 4.79 ,0.48, 57.68 ,2.88,1.14,21.04,1.05,108.7%,477.79,-0.476,-1.137, (58.72), Lizzie Fletcher (D) - TX-07,running
D000633,B, John S. Duarte,CA-13,R,52.78,Bridger,9.69,50.48,50.48,7.00,47.62,23.81,-0.37,50.79,76.18,16.83,49.98,49.98,100,40.72,30.54,8.87,84.57,63.42,0.00,32.44,16.22,0,14.07,7.03,8.87,84.57,63.42,0.00,21.30,59.03,0,22.70,11.35,-0.005,48.13,24.06,467.68,0.00,3.85,12.90, 1.29 ,0.33, 22.76 ,1.14,1.00,14.86,0.74,101.9%,476.48,0.334,0.999, 47.51 , John S. Duarte (R) - CA-13,running
M001196,B, Seth Moulton,MA-06,D,52.74,Bridger,11.00,57.82,57.82,4.00,31.68,15.84,-0.64,38.84,58.26,9.79,28.11,28.11,101,41.04,30.78,6.80,67.22,50.42,0.00,32.44,16.22,20,78.88,39.44,6.80,67.22,50.42,1.14,40.61,44.54,20,78.05,39.02,-0.037,44.25,22.12,447.08,1.00,11.01,37.68, 3.77 ,0.28, 13.76 ,0.69,1.49,41.82,2.09,106.5%,476.34,-0.282,-1.485, (55.00), Seth Moulton (D) - MA-06,running
M001206,B, Joseph D. Morelle,NY-25,D,51.51,Bridger,12.00,63.24,63.24,12.00,73.74,36.87,0.14,72.08,108.12,9.02,26.02,26.02,151,57.30,42.97,4.23,39.59,29.70,0.00,32.44,16.22,0,14.07,7.03,4.23,39.59,29.70,1.18,41.38,43.97,10,50.50,25.25,0.174,69.14,34.57,445.31,1.00,7.39,23.36, 2.34 ,0.34, 23.57 ,1.18,1.57,47.32,2.37,105.9%,471.50,-0.338,-1.566, (59.83), Joseph D. Morelle (D) - NY-25,running
F000474,B, Mike Flood,NE-01,R,51.43,Bridger,0.00,8.78,8.78,13.00,78.07,39.03,0.21,74.58,111.87,53.57,99.87,99.87,49,25.67,19.25,3.71,34.18,25.64,0.00,32.44,16.22,0,14.07,7.03,3.71,34.18,25.64,0.76,33.59,49.81,10,50.50,25.25,0.765,98.94,49.47,444.62,1.00,8.67,28.06, 2.81 ,0.46, 54.28 ,2.71,0.83,9.02,0.45,106.0%,471.17,0.463,0.827, 52.90 , Mike Flood (R) - NE-01,running
J000302,B, John Joyce,PA-13,R,50.59,Bridger,4.00,21.47,21.47,11.00,69.02,34.51,0.02,67.58,101.37,23.14,69.78,69.78,54,27.01,20.26,1.59,16.03,12.02,0.00,32.44,16.22,20,78.88,39.44,1.59,16.03,12.02,0.68,32.17,50.87,0,22.70,11.35,-0.015,46.91,23.46,405.53,1.00,25.12,90.25, 9.03 ,0.57, 79.84 ,3.99,1.57,47.24,2.36,115.4%,467.90,0.573,1.565, 71.12 , John Joyce (R) - PA-13,running
C001097,B, Tony Cárdenas,CA-29,D,50.29,Bridger,17.00,85.16,85.16,4.00,31.68,15.84,-0.74,34.94,52.41,4.85,16.21,16.21,48,25.41,19.06,3.10,28.23,21.17,10.00,98.57,49.29,0,14.07,7.03,3.10,28.23,21.17,0.19,24.10,56.92,0,22.70,11.35,-0.041,43.77,21.88,404.90,1.00,25.79,91.50, 9.15 ,0.39, 35.10 ,1.76,2.27,87.28,4.36,115.3%,466.72,-0.389,-2.268, (72.63), Tony Cárdenas (D) - CA-29,retiring
T000486,B, Ritchie Torres,NY-15,D,50.19,Bridger,8.00,41.06,41.06,5.00,36.78,18.39,-0.59,41.09,61.63,4.68,15.87,15.87,98,40.08,30.06,5.24,50.60,37.95,0.00,32.44,16.22,20,78.88,39.44,5.24,50.60,37.95,0.48,28.74,53.44,20,78.05,39.02,-0.11,35.66,17.83,407.27,1.00,34.85,99.19, 9.92 ,0.32, 20.24 ,1.01,1.93,71.38,3.57,114.5%,466.33,-0.321,-1.933, (64.57), Ritchie Torres (D) - NY-15,running
D000632,B, Anthony D'Esposito,NY-04,R,49.66,Bridger,9.69,50.48,50.48,16.00,88.33,44.16,0.50,83.87,125.81,16.83,49.98,49.98,154,58.26,43.70,5.23,50.49,37.87,0.00,32.44,16.22,0,14.07,7.03,5.23,50.49,37.87,4.31,90.59,7.06,10,50.50,25.25,0.187,70.53,35.26,461.65,0.00,5.09,16.12, 1.61 ,0.24, 8.44 ,0.42,0.48,2.70,0.13,100.6%,464.22,0.239,0.485, 29.90 , Anthony D'Esposito (R) - NY-04,running
D000096,B, Danny K. Davis,IL-07,D,49.48,Bridger,18.00,88.19,88.19,4.00,31.68,15.84,-0.73,35.11,52.67,3.35,13.36,13.36,22,19.07,14.31,3.29,30.03,22.52,0.00,32.44,16.22,20,78.88,39.44,3.29,30.03,22.52,0.30,25.81,55.64,20,78.05,39.02,-0.264,20.10,10.05,395.95,1.00,35.72,99.39, 9.94 ,0.49, 60.25 ,3.01,2.14,82.28,4.11,117.1%,463.52,-0.486,-2.144, (75.71), Danny K. Davis (D) - IL-07,running
